avis,texte_clean,sentiment,label,application,note
cela commence a être compliqué pour passer un commande l'ancien méthode était plus facile et plus économique en temps des que vous choisissez un produit on vous donne tout le lieu et on valide directement,cela commence a être compliqué pour passer un commande l'ancien méthode était plus facile et plus économique en temps des que vous choisissez un produit on vous donne tout le lieu et on valide directement,negative,0,Jumia,1
très bonne application,très bonne application,positive,2,Yassir,5
j'ai trop ses la meilleure application que je connais,j'ai trop ses la meilleure application que je connais,positive,2,Glovo,5
c'est la meilleure ✔️✔️,c'est la meilleure,positive,2,My inwi,5
"J'ai commandé deux fois, et c'est une mauvaise expérience. Ils continuent de livrer des commandes incomplètes avec des produits indispensables manquants, sans aucune solution de substitution ou d'annulation. C'est agaçant, 😡😡. Marjanemall est plus professionnel que Marjane app, c'est vraiment du n'importe quoi.","j'ai commandé deux fois, et c'est une mauvaise expérience. ils continuent de livrer des commandes incomplètes avec des produits indispensables manquants, sans aucune solution de substitution ou d'annulation. c'est agaçant, . marjanemall est plus professionnel que marjane app, c'est vraiment du n'importe quoi.",negative,0,Marjane,1
"Salam, Après avoir mis à jour toutes les applications sur mon téléphone, il m'a à nouveau demandé de me connecter, sachant que je l'avais oublié et que je me connectais via l'empreinte, et en raison de mes conditions de travail, je ne peux pas être déplacer à l'agence, donc que dois-je faire, s'il vous plaît?","salam, après avoir mis à jour toutes les applications sur mon téléphone, il m'a à nouveau demandé de me connecter, sachant que je l'avais oublié et que je me connectais via l'empreinte, et en raison de mes conditions de travail, je ne peux pas être déplacer à l'agence, donc que dois-je faire, s'il vous plaît?",positive,2,BMCE Direct,5
il est bien,il est bien,positive,2,inDriver,5
Je Suis Très Satisfait De Cette Application,je suis très satisfait de cette application,positive,2,BMCE Direct,5
à chaque fois que je prends yassir je suis satisfait,à chaque fois que je prends yassir je suis satisfait,positive,2,Yassir,5
très bon app pour acheter des articles moins cher,très bon app pour acheter des articles moins cher,positive,2,Jumia,5
très belle service je suis satisfait,très belle service je suis satisfait,positive,2,inDriver,5
c'est la meilleure,c'est la meilleure,positive,2,Orange Money MA,5
super app mais penser a d'autres livraison que dans les points relais comme des endroits plus proche du domicile de la personne,super app mais penser a d'autres livraison que dans les points relais comme des endroits plus proche du domicile de la personne,positive,2,Jumia,4
très bien quand il y a pas problème de serveur,très bien quand il y a pas problème de serveur,positive,2,CIH Mobile,5
"Fausse publicité sur les prix, et disponibilité des chauffeurs niveau mediocre","fausse publicité sur les prix, et disponibilité des chauffeurs niveau mediocre",negative,0,inDriver,1
Bonjour cette mise à jour me dessus car mon téléphone n'est pas compatible aider moi s'il vous plaît merci,bonjour cette mise à jour me dessus car mon téléphone n'est pas compatible aider moi s'il vous plaît merci,negative,0,Attijari Mobile,1
"avant c'était bien. Mais dernièrement, les frais ont augmenté de manière injustifiée avec des tentatives de camouflages. Avant, les frais de livraison sur Rabat étaient de 12 dhs environ et maintenant on met: frais de livraison 10+frais de service: 9,99 dhs. En plus, le prix des plats des restaurants augmente quand on se les fait livrer en comparaison avec le prix au menu du restaurant quand tu es sur place. J'ai fait l'expérience: sur une facture de 350 dhs via Glovo, il y avait plus de 50de +","avant c'était bien. mais dernièrement, les frais ont augmenté de manière injustifiée avec des tentatives de camouflages. avant, les frais de livraison sur rabat étaient de dhs environ et maintenant on met frais de livraison frais de service , dhs. en plus, le prix des plats des restaurants augmente quand on se les fait livrer en comparaison avec le prix au menu du restaurant quand tu es sur place. j'ai fait l'expérience sur une facture de dhs via glovo, il y avait plus de 50de",neutral,1,Glovo,3
il faut mentionner le nombre de personnes qui lancent la course tjrs le prix pour un personne mais il monte quatres,il faut mentionner le nombre de personnes qui lancent la course tjrs le prix pour un personne mais il monte quatres,positive,2,inDriver,5
"tres bien mais mettez plus de vetements hugo, lacoste, diesel, tommy...","tres bien mais mettez plus de vetements hugo, lacoste, diesel, tommy.",positive,2,Jumia,5
Je suis très impressionné par votre merveilleux service,je suis très impressionné par votre merveilleux service,positive,2,Glovo,5
Failble ou cas de sont travaille,failble ou cas de sont travaille,positive,2,Orange Money MA,5
c'est une bonne chose pour moi,c'est une bonne chose pour moi,positive,2,Jumia,5
l application ne se lance plus et un message d erreur s affiche en disant que l application comporte un bug,l application ne se lance plus et un message d erreur s affiche en disant que l application comporte un bug,negative,0,CIH Mobile,1
très bonne application pour les achats,très bonne application pour les achats,positive,2,Jumia,5
veuillez indiquer les prix les articles et 2ème remarque quand on fait une recherche les articles exposés sont très loin de l'objet recherché merci,veuillez indiquer les prix les articles et 2ème remarque quand on fait une recherche les articles exposés sont très loin de l'objet recherché merci,neutral,1,Avito,3
"bonne application, pratique et rapide.","bonne application, pratique et rapide.",positive,2,Avito,5
"Chaque fois que j'essaie de régler une facture, |'application se ferme de manière inattendue. Cela empêche l'utilisation normale de l'application et nécessite une solution rapide","chaque fois que j'essaie de régler une facture, 'application se ferme de manière inattendue. cela empêche l'utilisation normale de l'application et nécessite une solution rapide",negative,0,Orange Money MA,1
et c'est un parts à ça que tu vas mieux que moi aussi j'ai pas eu le plaisir et de penser je vous prgeg tu e bien sûr que de vous n'hésitez u vas et que sieur tu vas mittx mes sincèggres remerciements je vtte isêtre grr ire un pttedire de je dyytzvtquoi rrte rrte dire pas r4rr je vous que d'agréer et jrete par rappla fac de droit ort a à uoi avec prlaisir pour ça et mesmes je te pas àrt rattrapage hhhh oui ça et je vous remerde bien rrtvas souhaite un peu de tede tempsmps pour moitoi rrr g,et c'est un parts à ça que tu vas mieux que moi aussi j'ai pas eu le plaisir et de penser je vous prgeg tu e bien sûr que de vous n'hésitez u vas et que sieur tu vas mittx mes sincèggres remerciements je vtte isêtre grr ire un pttedire de je dyytzvtquoi rrte rrte dire pas r4rr je vous que d'agréer et jrete par rappla fac de droit ort a à uoi avec prlaisir pour ça et mesmes je te pas àrt rattrapage hhhh oui ça et je vous remerde bien rrtvas souhaite un peu de tede tempsmps pour moitoi rrr g,neutral,1,Yassir,3
Application médiocre. À chaque reprise il y a une erreur de connexion au serveur. On a pourtant des besoins professionnels. Interface basique et non fluide. Prenez soin de l'application !,application médiocre. à chaque reprise il y a une erreur de connexion au serveur. on a pourtant des besoins professionnels. interface basique et non fluide. prenez soin de l'application !,negative,0,BMCE Direct,1
"super, inoui comme c'est top!!","super, inoui comme c'est top!",positive,2,My inwi,5
"Très bien pour un début, encouragent","très bien pour un début, encouragent",positive,2,Marjane,4
La meilleure application bancaire. Bravo.,la meilleure application bancaire. bravo.,positive,2,CIH Mobile,5
pourquoi vous ne traitez plus les réclamations ?????? une erreur de produits manquants sans aucune prise en charge !!!!!,pourquoi vous ne traitez plus les réclamations ? une erreur de produits manquants sans aucune prise en charge !,positive,2,Marjane,5
ont ne trouve toujours pas les choses que l'ont désire mais c'est une chouette app👍👍👍,ont ne trouve toujours pas les choses que l'ont désire mais c'est une chouette app,positive,2,Jumia,4
bon chauffeur poli et respectueux,bon chauffeur poli et respectueux,positive,2,inDriver,5
Certains de vos livreurs sont irrespectueux et l'application ce n'est plus comme avant beaucoup de retard après 4 ans je désinstalle l'application,certains de vos livreurs sont irrespectueux et l'application ce n'est plus comme avant beaucoup de retard après ans je désinstalle l'application,negative,0,Glovo,1
La nouvelle version est trop compliquée.,la nouvelle version est trop compliquée.,negative,0,Avito,2
Bonne service et bonne continuation.,bonne service et bonne continuation.,positive,2,Marjane,5
rapide et pratique,rapide et pratique,positive,2,Glovo,5
depuis le mois 5 j'arrive pas a se connecter erreur suivant : (Désolé Une erreur est survenue. Veuillez réessayer plus tard Je comprends),depuis le mois j'arrive pas a se connecter erreur suivant désolé une erreur est survenue. veuillez réessayer plus tard je comprends,positive,2,My inwi,4
"J’utilise les services de la banque CIH depuis un certain temps, et globalement, mon expérience est plutôt positive. L’application mobile est fluide et permet de gérer ses comptes facilement. Les services en ligne sont bien développés, ce qui évite les déplacements en agence.","j utilise les services de la banque cih depuis un certain temps, et globalement, mon expérience est plutôt positive. l application mobile est fluide et permet de gérer ses comptes facilement. les services en ligne sont bien développés, ce qui évite les déplacements en agence.",positive,2,CIH Mobile,4
très belle expérience surtout avoir ses courses chez soi rapidement cool,très belle expérience surtout avoir ses courses chez soi rapidement cool,positive,2,Yassir,5
"Bonjour, est ce que je peux créer une noivelle carte dr fidélité en ligne ou dois-je me présenter au comptoir?","bonjour, est ce que je peux créer une noivelle carte dr fidélité en ligne ou dois-je me présenter au comptoir?",positive,2,Marjane,5
Salut. J' ai instaler l'aplication .scaner ma carte j'ai reçu le code par sms mais ça marche pas ??????,salut. j' ai instaler l'aplication .scaner ma carte j'ai reçu le code par sms mais ça marche pas ?,negative,0,Marjane,2
